"Geography Type","Geography Name","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness"
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Cervix",23,4,5,6,0,0,0,2,95
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Head and neck",56,19,23,63,0,0,4,23,85.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Kidney",106,6,37,31,0,0,0,19,90.5
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Lung",123,47,111,265,0,0,0,51,91.5
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Oesophagus",5,10,50,46,0,0,0,25,81.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Other",92,61,102,190,23,2,535,262,37.1
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Ovary",29,4,38,40,0,0,6,15,84.1
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Pancreas",21,21,23,108,0,0,0,26,86.9
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Prostate",185,203,268,147,0,0,0,64,92.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Renal pelvis and ureter",4,6,4,16,0,0,9,4,69.8
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Skin cancer",171,103,34,12,0,0,3,59,83.8
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Testes",25,2,5,0,0,0,0,0,100
"Integrated Care Board","NHS Dorset Integrated Care Board",2021,"Uterus",74,3,18,12,0,0,0,13,89.2
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Anus",4,11,12,2,0,0,0,2,93.5
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Bladder",50,58,19,14,0,0,167,39,40.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Bowel",152,156,174,119,0,0,0,89,87.1
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Breast",346,340,76,33,0,0,2,65,92.2
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Cervix",15,4,6,0,0,0,0,10,71.4
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Head and neck",42,23,20,71,0,0,0,38,80.4
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Kidney",77,6,46,31,0,0,0,35,82.1
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Lung",155,34,111,242,0,0,1,77,87.4
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Oesophagus",14,16,28,65,0,0,0,26,82.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Other",140,70,99,188,21,1,493,241,41.4
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Ovary",18,3,23,35,0,0,8,36,64.2
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Pancreas",37,16,35,90,0,0,0,25,87.7
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Prostate",198,205,300,111,0,0,1,158,83.7
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Renal pelvis and ureter",5,0,9,7,0,0,11,5,56.8
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Skin cancer",194,69,35,9,0,0,6,104,73.6
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Testes",30,2,1,0,0,0,0,0,100
"Integrated Care Board","NHS Dorset Integrated Care Board",2022,"Uterus",75,7,14,4,0,0,1,16,85.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Anus",0,0,0,0,0,0,0,9,0
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Bladder",18,4,2,9,0,0,128,55,15.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Bowel",40,69,65,80,0,0,1,211,54.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Breast",173,98,18,23,0,0,3,255,54.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Cervix",2,1,0,0,0,0,0,24,11.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Head and neck",10,1,7,22,0,0,1,47,45.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Kidney",18,3,5,20,0,0,1,71,39
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Lung",40,34,74,166,0,0,0,54,85.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Oesophagus",3,7,17,28,0,0,0,31,64
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Other",19,28,37,79,4,4,352,346,19.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Ovary",19,2,15,8,0,0,10,43,45.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Pancreas",2,5,6,34,0,0,1,45,50.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Prostate",42,36,24,64,0,0,0,294,36.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Renal pelvis and ureter",0,0,2,3,0,0,8,8,23.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Skin cancer",82,17,3,4,0,0,4,100,50.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Testes",12,0,0,1,0,0,1,18,40.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2013,"Uterus",43,5,8,4,0,0,0,25,70.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Anus",0,1,1,0,0,0,1,6,22.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Bladder",30,16,4,14,0,0,118,39,29
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Bowel",55,87,83,81,0,0,0,84,78.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Breast",268,195,44,20,0,0,1,146,78.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Cervix",6,3,2,4,0,0,0,12,55.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Head and neck",18,9,6,39,0,0,0,29,71.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Kidney",40,3,12,17,0,0,0,46,61
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Lung",51,33,78,179,0,0,2,38,89.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Oesophagus",4,11,25,27,0,0,1,16,79.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Other",46,41,42,97,4,0,342,264,27.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Ovary",19,1,17,20,0,0,1,24,69.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Pancreas",2,2,4,41,0,0,0,41,54.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Prostate",98,56,48,92,0,0,0,136,68.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Renal pelvis and ureter",0,2,1,2,0,0,10,5,25
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Skin cancer",118,28,9,5,0,0,2,37,80.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Testes",13,2,1,1,0,0,1,18,47.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2014,"Uterus",45,2,7,6,0,0,1,9,85.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Anus",1,6,1,1,0,0,0,4,69.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Bladder",45,29,3,12,0,0,102,32,39.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Bowel",75,109,109,92,0,0,0,48,88.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Breast",251,223,36,24,0,0,2,77,87.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Cervix",8,3,1,1,0,0,0,14,48.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Head and neck",17,6,10,50,0,0,1,20,79.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Kidney",55,6,19,24,0,0,1,21,82.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Lung",68,27,74,211,0,0,3,33,91.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Oesophagus",7,10,23,20,0,0,0,20,75
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Other",65,46,57,96,14,6,371,197,33.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Ovary",19,1,13,19,0,0,2,13,77.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Pancreas",9,12,8,44,0,0,0,19,79.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Prostate",135,80,104,103,0,0,1,67,86.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Renal pelvis and ureter",4,1,3,2,0,0,10,5,40
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Skin cancer",123,31,12,8,0,0,5,25,85.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Testes",18,2,2,2,0,0,0,4,85.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2015,"Uterus",55,7,11,5,0,0,1,4,94
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Anus",3,4,6,2,0,0,0,3,83.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Bladder",39,28,8,14,0,0,128,25,36.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Bowel",69,84,132,87,0,0,0,62,85.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Breast",241,222,49,17,0,0,2,82,86.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Cervix",14,1,2,1,0,0,0,11,62.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Head and neck",16,12,12,49,0,0,0,27,76.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Kidney",46,10,12,28,0,0,0,26,78.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Lung",64,13,83,199,0,0,2,49,87.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Oesophagus",7,9,22,25,0,0,0,28,69.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Other",43,51,55,125,16,8,350,209,34.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Ovary",17,8,20,19,0,0,3,15,78
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Pancreas",10,12,5,46,0,0,0,39,65.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Prostate",144,78,106,111,0,0,0,100,81.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Renal pelvis and ureter",1,2,2,8,0,0,12,2,48.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Skin cancer",128,37,10,7,0,0,2,19,89.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Testes",10,1,0,0,0,0,3,8,50
"Integrated Care Board","NHS Frimley Integrated Care Board",2016,"Uterus",49,4,6,7,0,0,1,8,88
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Anus",1,5,2,1,0,0,0,4,69.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Bladder",28,19,5,15,0,0,86,42,34.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Bowel",62,107,110,114,0,0,0,68,85.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Breast",279,245,49,33,0,0,1,63,90.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Cervix",17,7,1,1,0,0,0,12,68.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Head and neck",23,12,13,39,0,0,2,19,80.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Kidney",44,6,17,15,0,0,1,34,70.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Lung",69,21,79,169,0,0,1,41,88.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Oesophagus",7,12,23,25,0,0,0,27,71.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Other",48,51,48,110,15,8,372,234,31.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Ovary",19,8,22,19,0,0,5,22,71.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Pancreas",3,11,7,44,0,0,0,42,60.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Prostate",157,67,110,101,0,0,1,96,81.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Renal pelvis and ureter",3,0,0,2,0,0,5,8,27.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Skin cancer",120,42,7,1,0,0,7,24,84.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Testes",11,4,0,0,0,0,0,4,78.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2017,"Uterus",76,3,11,6,0,0,1,9,90.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Anus",1,8,5,3,0,0,0,1,94.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Bladder",40,24,6,12,0,0,101,46,35.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Bowel",67,114,110,95,0,0,0,73,84.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Breast",216,205,40,33,0,0,1,124,79.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Cervix",9,2,1,3,0,0,0,14,51.7
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Head and neck",19,8,17,49,0,0,5,23,76.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Kidney",55,6,21,18,0,0,0,41,70.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Lung",62,25,80,171,0,0,0,48,87.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Oesophagus",2,8,18,25,0,0,0,28,65.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Other",53,38,51,74,27,8,380,220,29.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Ovary",25,4,22,17,0,0,5,23,70.8
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Pancreas",12,11,7,54,0,0,0,34,71.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Prostate",168,66,153,101,0,0,1,105,82.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Renal pelvis and ureter",2,1,2,2,0,0,7,6,35
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Skin cancer",125,41,7,6,0,0,6,35,81.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Testes",22,4,2,0,0,0,1,5,82.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2018,"Uterus",66,12,9,5,0,0,1,12,87.6
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Anus",1,4,4,2,0,0,0,4,73.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Bladder",27,20,2,4,0,0,117,30,26.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Bowel",92,108,124,97,0,0,0,68,86.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Breast",221,194,52,39,0,0,5,112,81.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Cervix",7,8,2,1,0,0,0,16,52.9
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Head and neck",29,21,8,47,0,0,0,33,76.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Kidney",52,5,20,22,0,0,0,55,64.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Lung",84,17,84,154,0,0,0,58,85.4
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Oesophagus",4,4,19,36,0,0,0,29,68.5
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Other",55,40,55,100,26,7,314,232,34.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Ovary",17,2,22,16,0,0,3,20,71.3
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Pancreas",7,6,5,41,0,0,0,36,62.1
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Prostate",125,54,121,94,0,0,0,144,73.2
"Integrated Care Board","NHS Frimley Integrated Care Board",2019,"Renal pelvis and ureter",0,2,3,7,0,0,8,5,48
