"Cancer.Alliance","mced_treated","cancer_grouping","cancer_grouping_label","time_granularity","period_label","min_monthNum","n_months","num_delayed","total_referrals","delay_rate","under_25pct_target","diff_from_25pct_target_pp","delay_rate_minus_did_estimate","adj_rate_under_25pct_target"
"Peninsula Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,1679,4184,40.13,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,11678,28479,41.01,"No",16.01,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,2953,6237,47.35,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,16619,41398,40.14,"No",15.14,NA,NA
"South East London Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,2189,4987,43.89,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,10127,24714,40.98,"No",15.98,37.07,"No"
"South Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,1052,3623,29.04,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,8308,20673,40.19,"No",15.19,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,2973,6684,44.48,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,17408,45247,38.47,"No",13.47,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,1552,3278,47.35,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,7884,18338,42.99,"No",17.99,NA,NA
"Wessex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,2218,5909,37.54,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,13654,37363,36.54,"No",11.54,NA,NA
"West London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,3638,10324,35.24,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,19117,50197,38.08,"No",13.08,NA,NA
"West Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,6954,15183,45.8,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,38889,78153,49.76,"No",24.76,45.85,"No"
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2022-Sep 2022",13,6,1763,6059,29.1,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2022-Sep 2022",13,6,10767,33432,32.21,"No",7.21,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3040,7663,39.67,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,21070,46122,45.68,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,4326,9941,43.52,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,23874,63165,37.8,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3822,9400,40.66,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,21095,49304,42.79,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,4127,9432,43.76,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,20866,44891,46.48,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3727,7636,48.81,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,19401,47814,40.58,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1479,3586,41.24,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,10054,24580,40.9,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1733,4352,39.82,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,13011,30765,42.29,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1802,4426,40.71,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,11973,27294,43.87,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,2083,4557,45.71,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,10390,24941,41.66,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1405,3633,38.67,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,8294,20620,40.22,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,2111,8243,25.61,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,13545,43534,31.11,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,2063,5087,40.55,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,13190,32390,40.72,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3208,7313,43.87,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,17627,44549,39.57,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,2133,4874,43.76,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,9002,25992,34.63,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1011,3706,27.28,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,7791,21559,36.14,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3347,7839,42.7,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,20561,53039,38.77,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1588,3794,41.86,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,8784,21241,41.35,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,2012,6349,31.69,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,14323,40840,35.07,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,3065,10792,28.4,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,17791,53681,33.14,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,6500,14661,44.34,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,37042,83468,44.38,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2022-Mar 2023",19,6,1530,5972,25.62,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2022-Mar 2023",19,6,10921,34852,31.34,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,3847,8264,46.55,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,20277,45701,44.37,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,4770,11731,40.66,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,23109,62673,36.87,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,5255,10428,50.39,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,21384,48778,43.84,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,4858,10275,47.28,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,21102,45045,46.85,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,3921,8457,46.36,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,17927,49805,35.99,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1574,3555,44.28,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,10321,23412,44.08,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,2335,5531,42.22,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,14369,31056,46.27,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1841,4245,43.37,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,9666,25064,38.57,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,2509,4776,52.53,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,10257,24744,41.45,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1473,3784,38.93,NA,NA,NA,NA
"North East London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,9063,21158,42.83,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,2068,8375,24.69,NA,NA,NA,NA
"Northern Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,12711,42683,29.78,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,2173,5660,38.39,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,12306,32778,37.54,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,4161,8116,51.27,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,17243,43507,39.63,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1809,4715,38.37,NA,NA,NA,NA
"South East London Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,8227,25180,32.67,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1286,4222,30.46,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,7111,19889,35.75,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,4101,8767,46.78,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,18534,52630,35.22,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1768,3997,44.23,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,8079,20441,39.52,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,2862,7291,39.25,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,14127,38906,36.31,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,3675,11127,33.03,NA,NA,NA,NA
"West London Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,16278,53216,30.59,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,8115,17298,46.91,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,35603,84514,42.13,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Apr 2023-Sep 2023",25,6,1876,6193,30.29,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Apr 2023-Sep 2023",25,6,10565,34785,30.37,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,4158,8706,47.76,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2023-Mar 2024",31,6,18200,45386,40.1,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,4160,11645,35.72,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2023-Mar 2024",31,6,19988,61864,32.31,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,4089,10828,37.76,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2023-Mar 2024",31,6,20004,53077,37.69,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,4277,9859,43.38,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2023-Mar 2024",31,6,18832,46012,40.93,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,2840,8705,32.62,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"sec_exp_high_detection","Secondary expanded high-detection group","Biannual","Oct 2023-Mar 2024",31,6,16040,50023,32.07,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected gynaecological cancer","Gynaecological cancer","Biannual","Oct 2023-Mar 2024",31,6,1647,4022,40.95,NA,NA,NA,NA
